(alpha=0.50),(alpha=1.00),(alpha=1.50),(alpha=2.00)
-0.227820,-1.635918,-nan,0.426806
0.788869,-3.514170,-0.068200,-0.013930
-1.274251,-2.382252,-0.193658,-nan
-0.727833,1.976308,-0.254854,-nan
2.288828,1.316268,-nan,-0.992348
0.541712,0.328921,-nan,-nan
-0.476076,0.413567,-nan,-7.953436
0.622593,1.315695,1.214956,-nan
-0.161552,-0.705858,-nan,-nan
-1.149309,0.641194,0.036975,0.005835
-1.616586,1.150013,-3.102268,-nan
-1.245101,-0.195218,1.916763,-nan
-7.982852,-0.153816,0.171640,-nan
0.283301,-0.763313,1.666679,-nan
1.069285,0.456325,1.172500,-nan
-2.274191,-1.510222,-2.540009,-nan
0.660769,-3.604719,-nan,-1.598590
-0.010938,2.181881,0.376487,-0.596788
3.610480,1.760562,-0.835020,-nan
-1.308184,1.814451,0.968868,-nan
1.179272,0.825655,0.831169,-0.123958
0.140327,-1.238446,0.291226,11.147138
-2.812849,0.258942,-2.196337,-0.474309
1.711130,-0.470366,-nan,-nan
2.103932,-0.493599,-1.029062,-1.076887
0.517627,-0.122455,-nan,0.835807
2.344532,2.144845,-0.670713,1.094296
-0.350017,0.602672,-0.794985,-0.660641
1.460783,1.996550,-0.505184,-nan
-1.108435,0.606657,3.047157,-1.033239
-3.519502,-2.239582,1.006412,-nan
1.196348,0.025835,-nan,1.408371
0.728562,-1.147494,-0.340423,-nan
1.360599,-0.024501,1.938951,0.541204
0.162070,2.431967,0.456469,0.222188
-0.785361,-0.727157,3.289614,0.729754
-0.970083,1.796579,-nan,-3.810616
0.409892,1.397428,-0.847736,-0.344032
-1.309096,-0.707764,0.097795,2.612652
-1.276991,-0.940695,-0.555560,0.157203
-3.664555,1.027338,-nan,-0.581659
-2.048660,-1.844872,-nan,-2.305956
-1.331584,0.133890,-0.127421,-nan
-0.223258,-0.595647,-nan,-1.823716
-1.525860,-0.444157,-0.453687,-nan
1.396233,0.608015,0.243166,-nan
-1.081075,-0.845898,-0.398080,-nan
0.473811,0.610873,2.873947,-1.735272
-0.416381,0.847489,0.437008,-0.518250
-1.856863,-0.942321,-nan,0.010023
-0.140743,-1.377282,-0.823730,-nan
0.966664,-0.621251,0.578223,-1.115688
-3.040852,2.212781,-nan,-3.238883
1.606930,0.319824,-0.058979,-nan
0.193996,-0.096838,-0.629247,1.190534
-1.803057,-0.983216,1.858651,6.771009
1.723997,1.109167,-0.777981,3.822480
1.080749,1.104676,-nan,-0.642663
1.017654,2.047623,-0.528203,-0.156369
-2.276709,-1.175500,-0.017444,-nan
0.681696,-1.449767,-0.161454,-0.945276
0.061122,-2.220008,-nan,3.508037
-0.831556,-1.654204,-nan,-nan
1.146702,1.495091,-0.245821,8.070489
2.005354,1.071712,-nan,1.066088
-1.096980,-0.869717,1.864442,-nan
-0.571437,0.206104,0.779115,-nan
-0.672996,-0.030879,-2.435428,0.503571
0.398075,2.244428,-0.187916,-nan
1.586227,0.444886,2.356655,-nan
-0.698985,-1.778587,-0.763622,-nan
-0.193919,-2.655596,-nan,-0.457357
-0.488372,-0.978717,-0.277178,1.221976
1.067595,1.492683,-0.534504,-0.745119
0.215744,-1.184747,0.403189,-0.944298
-1.381538,0.860242,-nan,1.410483
0.616326,0.359136,0.551432,1.137076
-2.166757,2.316043,-nan,-nan
-0.400991,0.148200,-1.461222,-nan
2.717543,0.885273,-0.445492,-11.959308
1.709981,2.149621,-0.756284,-nan
-2.619715,2.445118,-2.969661,-nan
0.664873,0.706259,-0.088851,-0.735129
-1.296868,-0.457488,-4.237562,3.357265
1.766470,1.014810,-2.639766,-nan
1.617412,-0.314807,0.002805,0.784901
-0.662123,-0.620589,-nan,1.193126
-2.665883,0.607967,-nan,0.266381
-0.473814,-0.832644,-nan,-nan
1.300442,-0.035061,-nan,0.670586
2.139528,2.228533,-0.200428,-nan
1.477444,-1.693910,-nan,1.107605
1.815263,-0.169361,-nan,-0.503115
-2.540902,1.194987,0.611108,8.923394
0.214289,-0.021588,-5.274718,0.060731
-3.437833,1.401830,-0.017562,-nan
0.664313,-1.196743,-nan,-nan
0.574151,1.984413,1.221098,-nan
0.131533,-0.014715,0.683987,0.935602
-0.574405,0.791433,0.054887,-1.260716
-0.995253,1.228363,-nan,-0.849608
0.180025,-1.489955,-0.343586,-nan
-0.316491,-2.456072,1.835964,-nan
-1.575143,0.910087,-0.967723,-1.854849
0.044857,0.646636,-nan,-10.345051
1.812076,-2.840192,-nan,-1.060251
-1.562446,2.611314,0.058807,-nan
1.116331,0.931963,-nan,-0.301138
-0.716038,0.367957,-1.960649,-nan
-1.128305,-2.661197,-0.270460,-nan
-2.373525,-1.927652,-1.011443,-nan
0.465785,1.749530,2.120218,-nan
-0.130542,-1.587875,-nan,-nan
-1.346157,-1.929225,-nan,-nan
0.721592,3.391927,-3.736059,2.286972
-0.755122,-1.238791,-nan,0.721537
0.914827,-2.187807,-2.609720,-0.847298
-0.983363,1.088467,-nan,-nan
-0.204213,-0.044255,-nan,0.200439
-3.075029,-1.803762,-nan,-nan
1.008884,-1.001854,-0.965571,-3.223302
-1.596070,-0.765787,0.285177,-nan
0.645785,-0.523137,1.898743,-0.221059
1.337928,-2.757802,0.127627,-nan
-2.398341,0.466721,0.776527,-nan
-0.412038,0.407669,-1.386550,1.894882
0.992907,0.673378,-nan,-nan
-0.054690,0.066880,-0.321222,-nan
1.222985,1.089876,0.827735,-0.513770
-4.806438,-2.206834,-0.239170,0.801194
-1.576315,0.931142,-0.755808,-nan
-0.504185,-0.051821,-nan,-nan
-0.531330,3.680151,-nan,-nan
0.898700,-0.028773,2.964967,0.609362
2.227857,-2.337043,-2.175427,-nan
-1.085899,-0.901170,0.299656,-nan
-0.618891,-2.997089,0.344375,-nan
-0.392492,0.423142,0.109840,-nan
4.206092,0.122148,-nan,-nan
1.738313,-0.317265,-nan,-1.181726
0.147086,-1.605806,-nan,-5.143955
1.578718,-0.996989,-0.181769,-0.592331
-0.757647,1.396387,-1.844294,-1.321666
-0.134044,0.939174,3.837104,-nan
-0.616301,-0.204244,-nan,-nan
1.415204,2.614704,-0.478119,-nan
5.855512,-2.190247,1.261627,3.582893
0.350657,-0.814373,-0.617281,-nan
-0.786759,-0.684204,0.658201,-nan
-0.954990,-3.760737,1.981838,-nan
-0.325099,-1.010806,2.785615,1.053387
0.529716,1.350271,0.579867,-5.267629
-2.830652,-1.438884,-nan,0.731841
0.180111,-0.655229,-nan,-nan
-0.577928,0.395214,2.550263,-1.124912
0.113158,-0.178934,-1.019174,-nan
-0.319128,-0.433013,-0.488058,-nan
-2.825450,0.779001,0.471929,-nan
-2.031600,-2.315761,-nan,-nan
3.558412,0.750216,-nan,-nan
0.927385,-0.624380,-nan,-nan
-2.471749,1.591467,-nan,-1.107814
0.380921,2.588864,3.032007,-nan
2.997250,1.937784,4.086552,0.060822
0.197887,1.290180,-2.445033,1.027329
-0.026676,2.560976,-nan,-nan
-0.054327,1.510767,-0.050697,-nan
2.150011,-0.554952,-nan,-nan
-0.302560,-3.617080,-nan,-nan
-0.198723,-0.405486,-nan,0.031088
-7.219457,-1.071072,1.226523,-nan
15.604388,0.345789,-0.993178,0.369667
-0.769429,-1.046780,-nan,-0.238367
0.194255,-0.726988,-nan,-0.874475
-12.313386,0.747099,7.699667,-nan
1.111862,0.933313,-nan,-0.425856
1.293708,-3.401350,-0.240389,-1.089872
0.317000,-1.483528,0.839637,0.583034
0.886570,0.972138,-nan,-nan
-0.409975,1.322759,-2.745289,4.189063
0.722307,-1.625979,-nan,-nan
3.159669,-0.290714,0.576929,-nan
-1.117403,0.877973,0.172881,-2.387679
0.294436,-0.637268,-0.495749,-nan
-1.170987,-1.268396,-1.620921,-nan
0.126533,1.795200,-0.390136,1.748277
-0.251430,-0.339705,-nan,0.136049
-1.849469,1.177398,2.895436,-nan
-1.290699,0.329511,-0.446992,-nan
-0.001345,1.759554,-nan,1.030879
1.161769,2.496717,-nan,-0.906607
0.037746,-2.013544,-nan,1.618665
1.243817,0.810226,-nan,1.830328
-0.482185,-0.233454,1.578862,-nan
0.059536,-1.488434,0.168411,-0.799893
-0.392053,-0.638122,-0.004165,0.237339
2.751673,-1.552061,-2.224963,-0.258825
6.718880,0.432548,-nan,-2.952549
-0.104007,0.117554,-nan,-2.523501
-0.826722,0.853089,0.153631,-0.220543
5.849252,1.352014,-nan,0.604128
-0.729529,0.453408,0.025588,-nan
-2.238017,1.252130,0.061829,-0.154243
2.115530,1.578588,0.959362,-nan
1.587420,0.449649,1.888466,-0.970676
6.154074,0.559987,-nan,0.154404
-1.288429,-0.531168,-0.870084,-nan
1.237000,-4.616068,0.533684,0.519023
0.740530,0.806789,-0.398816,-1.793865
-1.309856,-1.082359,-1.368139,-0.182167
0.867425,-0.878808,-0.910183,-nan
-0.569438,-0.467642,-0.024390,-nan
-0.057110,1.116412,1.049399,-nan
-1.884744,0.874826,2.872946,1.512731
0.903309,-1.313485,1.599864,0.013962
-1.337471,-0.221786,-1.116667,-nan
0.457604,-0.260282,-0.766757,-nan
0.370416,2.260216,0.764510,-nan
18.352612,1.473083,-1.085927,-nan
-1.584730,-1.455316,-nan,-nan
1.993363,-1.997998,1.066430,-0.422955
-1.243351,-1.665796,-0.008128,-1.575528
0.527442,1.064709,3.691729,-3.282253
0.964435,0.860218,-1.618906,-nan
1.050715,3.146257,-nan,-nan
0.777099,-1.396717,-0.740220,-nan
1.496085,-1.106130,-0.345565,0.174548
1.790971,-0.088528,-0.685181,-nan
-0.673712,1.447855,3.115224,-nan
1.031494,2.460601,2.855800,-0.134767
-0.460901,-0.228444,-nan,-nan
-1.510705,0.652882,-0.801481,-nan
2.605055,-2.574839,-nan,-0.102856
-0.973063,0.094985,0.006747,-nan
0.243164,-2.483967,0.838726,0.580456
0.520100,0.405278,0.879939,-nan
-0.463872,-0.808631,0.434453,-0.078330
0.935907,-0.556631,-nan,0.218843
0.663742,3.025164,2.514072,-nan
-0.711148,0.650840,-nan,0.151760
-0.990881,-0.538762,-nan,0.667843
0.222072,-0.076550,2.013034,-0.736626
-0.844975,2.019845,-nan,-nan
0.712360,0.305912,-nan,-6.521625
1.975044,2.178858,-4.831579,-0.369306
-1.211717,-1.563807,1.834855,-nan
2.324934,0.164103,-nan,-nan
1.000286,0.540213,-nan,-nan
0.127029,-0.307650,1.168275,-nan
-0.259782,0.546746,-1.108829,2.246597
2.137857,-2.034667,-1.223572,3.993209
0.176325,0.523881,-nan,-7.712647
1.522992,-0.507265,-0.393098,-1.398420
1.904351,1.827746,0.365740,0.301465
-1.488397,-0.551661,-nan,-nan
-1.131785,-0.186067,-nan,-nan
0.928983,1.434750,-nan,-2.330831
0.228020,-0.192713,-nan,0.659300
2.261501,0.214028,-1.182959,-nan
0.398642,2.407172,-0.287971,0.531228
-1.046094,-1.915558,-nan,-nan
0.644433,2.393752,-nan,0.909287
5.890403,0.856632,-0.612819,0.124835
-1.077350,2.742811,-nan,-1.234570
-0.711101,0.384901,-nan,-nan
11.173494,1.954674,-0.574064,-nan
-0.968918,0.361811,-3.882802,0.806646
-0.530328,2.131948,0.321060,-nan
1.098289,1.059988,-0.195613,-nan
0.933698,0.449766,10.366753,2.371351
0.076870,-0.186920,0.119462,-nan
-0.507509,0.548329,0.032882,1.188302
-0.886660,0.055149,0.763341,-nan
-2.719529,0.335461,-nan,-0.969906
-0.274245,-0.897404,-0.592290,0.991649
0.310282,-2.909779,-nan,-0.618578
1.420367,-1.348543,-nan,-nan
-0.397709,1.962812,0.810818,-nan
0.510517,-0.182796,-1.124752,-nan
0.011009,-1.389730,1.612294,-0.486683
1.102924,-0.426764,-0.443022,-nan
1.577044,1.110024,-0.004537,-nan
-2.597123,2.052079,-7.533366,-nan
-0.457762,-0.660062,0.494995,-nan
-1.183910,-1.626086,-nan,-nan
0.681232,2.063200,-nan,-1.001466
-1.179115,1.537622,0.207626,-nan
-0.269109,2.273523,1.962748,-nan
-1.358969,2.316571,3.034361,-nan
-0.534199,0.336605,0.603529,-0.719589
1.769559,-0.867209,0.236678,-nan
0.539774,-0.782389,-1.707544,-nan
0.764029,-0.576680,-nan,-0.329642
0.276197,0.163942,-0.042655,-nan
1.260725,0.558845,1.028875,0.184169
1.040635,-1.933373,-nan,-nan
1.792895,0.908630,2.414145,0.302811
1.076902,-1.025927,1.574597,-nan
-1.312049,-0.517429,-nan,-nan
-0.056611,-1.041727,2.308059,-nan
-0.162251,-0.109788,-0.132389,-nan
-1.679252,0.788346,0.547493,-nan
0.582443,-1.916485,-0.948154,-nan
0.040179,1.353468,0.642587,-0.006216
-0.816622,-2.577924,-nan,2.996961
0.375634,0.996789,0.607725,-nan
0.506011,0.941372,0.436461,-nan
-1.248030,-0.577418,0.047062,-10.629878
-1.163629,2.274732,-nan,1.284572
-5.237840,-0.247944,0.841348,-4.786086
-0.103829,0.102502,-0.981505,1.581714
1.193279,0.819428,-1.753111,4.251837
-2.843067,-0.792432,-1.506840,-nan
-3.962180,-1.186064,6.830678,-0.769315
0.680405,-2.686097,0.418820,-nan
0.590494,-0.390483,-nan,-0.026042
0.862007,1.577746,-1.590653,0.640574
-0.330707,-0.253800,0.954941,1.738044
-2.418475,0.616398,-0.291169,-0.219389
-0.227353,-0.973922,-0.314094,-0.730559
0.352552,-2.467521,-1.644356,-nan
1.811472,-1.306819,0.162853,-nan
1.025791,2.223321,-nan,-nan
-1.524031,-1.338902,-nan,-nan
3.916972,-0.803028,2.396364,-nan
2.429463,-1.179663,-0.501309,-nan
1.563891,-0.305723,-0.802400,-nan
0.147631,0.651379,0.027486,-nan
-1.118154,-0.371158,-nan,-1.272267
-0.123692,-0.105403,1.839835,-1.209537
0.652174,1.618733,-0.600032,-nan
0.160304,-0.590701,-nan,-nan
0.815780,3.792305,3.579718,-nan
0.560131,-0.279158,-4.528643,-nan
-0.542631,-0.350933,-nan,-nan
-1.092992,0.278832,-0.316107,-nan
0.186024,-2.760573,-nan,2.985611
1.703525,1.446249,-nan,15.333878
-2.329770,1.356412,-nan,0.352561
1.419247,0.384963,-1.111244,-0.532486
1.207305,-0.640874,0.278964,-0.480198
0.367237,2.417198,-nan,-nan
-1.199167,1.325568,-4.294616,-0.158589
-0.681367,-1.084046,-0.648918,-0.977797
1.979093,1.900395,-nan,-nan
0.284562,0.461383,-0.535513,-nan
0.372657,-0.649132,-nan,-nan
0.563256,1.874760,-nan,0.162371
0.492077,-1.886373,3.872808,-0.234348
-1.835572,1.514695,0.375449,0.038799
-0.182440,-0.331761,-nan,1.130790
-2.314857,0.089868,-0.232475,0.003432
-2.171266,2.781624,1.988788,-nan
0.310541,-0.145713,-0.401657,-4.209633
0.973748,-1.604312,0.991771,-nan
5.078912,0.311491,-0.072530,-nan
-0.086566,0.039131,-nan,-1.321675
-0.778957,-0.490322,1.023629,0.030369
1.122415,2.420999,1.003674,0.202298
-3.034921,-1.232628,-nan,-nan
-1.165629,0.442678,-nan,-nan
-0.200248,-3.153410,-1.664153,-0.559372
2.283980,0.715473,1.698085,-nan
-0.786674,-0.372551,-nan,-nan
-0.219224,0.821750,-0.026153,-0.708760
-1.786732,1.640996,-0.096326,4.592899
-1.325221,1.022775,-nan,0.178481
1.101235,0.006416,-0.095146,-0.600651
0.205156,0.518339,-nan,-nan
-0.173429,-0.271760,-nan,-nan
1.901928,0.428845,0.582386,1.731036
0.539638,-0.671632,1.549814,-nan
0.569422,-2.412409,-nan,-0.784752
1.157617,-0.293019,-nan,-nan
-1.272414,-0.201821,-nan,-nan
2.024917,1.391921,-nan,0.238620
-3.547962,0.816172,-nan,2.164696
0.252873,0.512478,-nan,-nan
1.284063,-1.032972,2.059799,-nan
2.094477,-1.240970,0.462785,-1.162078
-2.276853,0.223062,0.890339,-nan
2.739221,-1.283379,-nan,0.298596
1.220991,-0.977266,-0.417452,-0.027509
-0.414344,-1.513004,-nan,-nan
-1.670836,-0.430708,0.191628,0.242867
0.351021,-0.985230,-0.085649,-nan
2.569473,-2.042204,-nan,-nan
-1.558368,0.122085,-1.666429,-nan
0.863444,1.948960,-nan,-nan
3.828128,-0.153999,-0.057579,-1.311673
0.905868,1.905761,-2.613310,-nan
1.210939,0.537050,3.058639,-nan
-0.824293,2.741545,1.495536,0.374617
-0.415871,-1.967738,-2.725252,-nan
1.634981,-4.111400,-nan,-2.274586
1.709979,-1.112112,-0.329822,-nan
0.964999,2.490893,-nan,-nan
-4.144812,1.614118,3.124596,11.163996
1.027969,-0.232784,0.689677,-0.024196
-3.374204,1.364484,-nan,-1.475998
1.934484,0.542955,-0.633272,0.840940
-1.529010,0.824136,1.052450,0.305020
2.535845,0.214961,-nan,-0.985202
-0.481879,-0.176553,-1.683057,-nan
-1.113448,-1.335938,-nan,0.109459
0.709741,-1.708745,0.160496,-nan
1.951573,1.744384,-nan,-nan
0.560290,1.370593,-2.244979,-nan
0.084450,0.485835,-nan,0.365494
-1.325548,-0.372118,-nan,-1.078591
-0.397126,-2.273914,2.300243,1.550604
-6.254865,-0.590680,4.181856,2.819861
5.087753,0.486632,0.200824,-nan
0.750992,-2.605713,-0.441506,-2.751120
-3.179853,-1.290820,3.171183,0.194684
0.555425,0.621056,-nan,-3.491923
2.210833,-0.304821,-10.437280,-nan
0.165523,-2.220776,0.500177,-nan
3.406432,0.370914,-nan,0.463720
-0.121714,-1.769750,0.046506,-nan
0.798721,-1.533709,-0.914362,-0.160587
-0.290140,0.411438,0.361180,-nan
-0.635546,2.654448,-nan,-nan
-0.536573,3.089612,-nan,-nan
0.944934,-2.438921,0.083235,-nan
0.104154,-0.382421,-nan,1.886439
1.637512,-0.737957,-nan,-nan
1.985823,-0.351441,2.098558,0.006194
-0.361445,-0.695927,-2.038202,-nan
-14.456585,0.519045,-0.006708,-nan
1.214299,1.374218,-nan,-nan
-3.243155,2.915861,1.378985,-nan
0.195124,-3.047629,0.890427,-1.181319
1.325930,0.427660,1.386461,-0.047772
1.745567,-1.619391,0.241844,1.203151
-5.636699,-1.658545,-2.615880,0.016768
-2.211250,0.937541,-nan,-nan
0.008486,1.458010,0.680676,1.293576
0.339181,-0.474824,-1.997775,-0.204185
-29.338031,-1.232842,-nan,-nan
1.721483,0.320784,-0.378188,-nan
-0.871955,1.711578,2.203952,-nan
0.138990,-1.442222,0.884789,-2.277171
0.642385,1.705312,1.289542,-nan
-1.323351,-0.103164,0.201075,-nan
-0.857876,-0.980092,-1.911834,-nan
-2.699543,-1.558752,0.641676,-nan
0.113619,-0.244183,0.061514,-nan
0.473687,0.328718,-0.635679,-nan
0.683951,0.582483,0.596669,-nan
0.804755,2.223260,0.767345,3.325958
0.374184,0.237031,-nan,-nan
1.059473,2.030884,-nan,0.529200
1.579328,2.003487,-nan,-nan
-1.543589,-0.831974,-nan,-nan
2.016964,0.044343,-nan,-3.094725
0.230725,0.485952,-1.529803,3.333109
-1.144105,2.900800,0.580144,-0.498765
2.737834,0.046260,-nan,-4.331284
-1.471612,-0.027195,-nan,-0.020420
4.777376,-0.748182,4.138471,0.162083
-0.042795,0.128056,-nan,-5.961166
4.186791,-1.607249,-0.010858,-nan
-0.023491,-3.443838,2.235688,-nan
-0.613454,1.250920,0.978519,-nan
0.532758,3.495037,-5.780426,-nan
1.308133,2.650934,-0.477136,-nan
0.460719,2.761889,-2.740184,-nan
1.447417,-0.023704,1.240242,0.009807
1.875234,1.462300,-2.494621,-0.441875
1.094817,2.851500,1.756827,-0.449617
0.181763,-0.650631,-nan,-nan
-3.516647,1.505334,0.379279,-nan
0.249447,0.880168,-nan,-nan
-0.653531,0.008525,2.522276,0.903291
-1.051428,-1.190454,-nan,-nan
-0.513381,-0.576396,-0.808902,0.938153
-1.814563,0.083251,-nan,-nan
-1.995694,-1.940188,-nan,-9.020557
16.168383,0.511024,-1.831520,-nan
-0.332314,0.296102,-nan,-nan
-0.965781,1.036151,-nan,-nan
-0.495368,0.115013,-1.128899,-11.457566
0.164770,2.176720,-nan,-nan
-0.354872,-0.470268,0.974440,-nan
0.627763,0.424915,-2.707216,-nan
2.010496,-2.230386,1.093992,-nan
0.746012,3.276526,-nan,-nan
-0.384273,0.746202,-nan,0.277162
0.511167,0.446127,-nan,-nan
1.299809,1.522304,-nan,0.441544
1.253727,-1.123765,1.756910,0.780466
0.690968,0.283504,-nan,1.490256
-0.726377,-0.649265,4.237348,-nan
0.478979,-1.937448,-0.200094,-nan
0.942745,0.726881,5.360483,-nan
1.311218,2.172398,2.440097,0.568187
-1.142211,0.115911,-nan,-6.727061
-0.511690,1.023178,-nan,-nan
2.367809,-0.337364,-0.761354,-0.113767
-2.524073,-0.237231,-1.569049,0.056927
-1.504420,1.001493,-0.113484,-1.447718
-3.487575,1.143952,-4.867377,-0.947327
-1.346404,-2.996125,-nan,-2.965767
-1.084076,-0.061388,-nan,-nan
6.171585,2.521114,0.008439,-nan
0.799474,2.267051,0.102940,-2961.453284
0.128661,1.041207,-1.241586,-nan
-1.215129,0.163106,-1.177741,0.048500
-0.075152,-0.311970,-nan,-nan
-0.444974,1.644791,-nan,-nan
-1.227905,1.189819,1.635407,-nan
0.106149,-0.905393,-1.326089,-1.948770
0.102917,1.795902,-0.126747,-2.772478
-0.734157,-1.606644,-nan,-0.298211
0.841622,-0.860957,0.337758,-nan
-5.154255,0.439276,-1.226963,-nan
0.324297,-1.072640,-0.405371,-0.262798
0.497997,-0.623608,-nan,-1.737268
-2.185118,-1.240129,-nan,1.032030
1.633891,-1.893802,3.798518,1.936092
3.136240,-0.932854,-nan,2.494799
-1.406318,0.791004,-1.392723,-0.050013
1.339347,-0.343835,-0.315970,-nan
-0.213027,2.731318,-nan,-1.571517
1.101080,-0.409440,-0.277136,-nan
2.410606,-1.802428,-nan,-0.757044
-1.187847,-1.315123,-nan,-nan
-1.749473,-1.650660,9.739759,-1.657598
0.376458,-0.422218,-nan,-nan
-0.448128,1.065740,4.418229,-2.748829
0.094474,2.612078,-nan,0.290286
0.875831,-0.023667,-0.730321,-nan
7.245750,1.769591,-nan,0.421655
2.465885,1.042367,0.824578,-nan
0.083505,0.906962,-nan,0.392126
-21.959661,2.435587,-2.400265,2.144024
-3.008175,1.615071,-0.134976,0.268299
-0.827695,-1.018110,2.247833,0.729855
-1.380485,-0.021036,-nan,0.057834
1.148559,-1.042834,-1.053109,-nan
-3.465860,0.040898,-0.801994,1.230064
1.307124,2.136101,1.301788,-nan
-6.075507,0.154949,-1.007904,0.470581
-5.299977,1.708632,-nan,-nan
1.943318,-1.296952,0.417653,-nan
-0.794971,0.339023,-0.364209,-0.822451
1.003176,2.498548,-0.079142,-nan
-1.201630,-0.062935,-1.114152,-nan
2.075129,-0.601544,-nan,-6.890418
-0.149080,-0.813344,-0.298107,1.458499
1.068184,-3.965115,-2.696799,-nan
0.783347,0.805447,-nan,-0.163097
0.337034,-0.978243,-nan,-nan
2.250876,1.681769,-0.532818,-nan
0.810334,-0.523353,-0.036709,-nan
1.420306,0.687974,0.275542,-nan
2.133497,0.423519,-0.880557,-nan
-2.440890,-0.613436,-nan,1.725208
1.381995,1.090550,-nan,-1.859602
1.682444,-1.341964,-0.100348,1.114814
0.215923,1.788065,-1.886501,-nan
-2.403294,-1.795210,1.209517,-nan
-1.125277,0.568282,-0.320608,-0.896481
-0.025263,-0.101207,0.586205,-0.061184
-1.414476,-1.538980,1.841689,-nan
-6.812305,1.286003,-0.436883,-nan
-0.334053,1.548343,-12.578082,-1.420491
0.882517,-0.235679,-nan,0.286283
-0.754399,-1.987875,-0.154352,-nan
2.855478,-2.375215,-nan,-nan
0.358971,0.216060,-nan,0.892037
-0.585177,0.018638,-1.675956,-6.462031
-2.144572,1.470397,0.431394,-nan
0.491768,-2.389418,-0.351009,0.253524
-9.735488,-1.386681,-2.946118,-nan
-3.680792,-1.552269,-nan,-nan
7.299968,-0.779275,-nan,-nan
-0.270001,-0.990903,-nan,-3.830695
-0.209270,0.394309,-nan,-3.738689
-0.472787,-2.067985,1.635306,-nan
-0.197319,-1.488163,-nan,-0.283483
3.577421,-0.038818,-1.062538,-nan
1.683662,2.903669,-0.766253,-0.248715
-1.712272,-0.401826,0.052968,-19.321910
1.762576,1.977804,0.584082,0.149838
2.564198,0.602408,0.113151,-0.134338
1.822448,0.815782,-nan,0.069617
-2.890966,2.590704,-nan,-nan
3.091491,0.306859,-nan,-nan
1.164125,-0.955435,-nan,-nan
0.534989,-0.024403,-0.852717,-nan
0.127378,0.417297,-2.167837,-0.801838
9.267010,1.274686,0.858523,-nan
0.901454,0.653581,-nan,-nan
1.405477,-1.880448,-1.109964,-nan
0.185953,-1.034468,-nan,-nan
-2.430299,0.700634,-0.434896,-0.463053
-0.258432,-2.271396,-4.109191,0.206021
1.827895,-0.318054,0.103367,-nan
0.372309,0.543758,-0.549855,1.838644
0.306653,0.995048,-nan,-nan
2.559721,0.085150,-0.091507,0.131050
1.006395,-2.273850,-0.338059,-nan
3.030456,-0.983072,-0.492709,-7.281703
-0.447736,0.256117,-nan,-3.441787
-0.446395,-1.056871,-3.207607,-nan
-0.038947,2.284418,-nan,-nan
0.146332,1.861784,0.250447,-nan
-0.501303,2.350199,-nan,-nan
1.152711,-1.180437,-nan,0.817375
0.043004,-0.365274,-nan,-nan
-1.302767,0.098861,0.686073,-nan
2.859203,-1.333499,-nan,0.110895
-0.049868,0.087693,-nan,-nan
-0.547927,0.934403,-2.210374,-0.103358
0.658015,0.846989,-nan,-nan
0.753950,-2.516226,0.507259,-nan
3.232605,-1.331297,-nan,0.169791
-1.150926,1.079007,-0.846280,0.873336
2.016284,1.390117,-nan,-nan
0.281406,-1.160712,3.416830,-5.586533
0.089578,0.508912,-0.433136,-nan
-1.167299,0.761041,-0.356459,-nan
-0.845459,0.163502,-nan,-nan
-0.680680,0.505519,-nan,-nan
-1.504275,0.069651,-0.452240,-nan
-0.514811,0.155940,-nan,-nan
2.514835,-3.880912,2.581049,-nan
0.710613,1.568386,-nan,-nan
0.083330,1.376808,0.114864,-nan
0.627308,2.336493,-nan,-nan
-1.214024,0.540924,1.279301,-nan
-0.002670,0.044095,2.100270,34.120629
0.518349,0.713521,0.483047,-nan
-0.139915,1.954336,-nan,-nan
-0.074016,0.727437,-nan,2.924274
-14.358417,-0.997173,-0.094002,0.160040
0.181890,0.918901,-2.937966,-nan
2.559802,1.469761,0.885011,-0.004084
0.345706,0.330419,-0.198826,-nan
-2.037320,0.520822,4.447393,-0.612351
-1.697924,1.915982,1.066850,-1.904565
-2.825822,1.304415,-0.181260,-nan
-0.262946,2.670782,-nan,-0.438589
7.086364,-0.792698,-nan,-nan
-2.022883,-0.217175,-nan,-0.207329
-3.788130,2.934269,-3.066230,1.863540
0.494970,0.650114,-nan,-nan
-1.283371,0.964753,-1.450143,-2.759379
-5.677604,-0.811764,-1.279489,-nan
-1.015909,-1.630934,-0.696412,-1.962727
-3.431666,-0.493885,-nan,-nan
-0.686733,-1.540710,2.680496,3.449469
-0.999240,0.257846,-nan,0.620598
-0.397442,0.334981,0.637765,-0.207021
0.757164,0.157643,-0.225966,1.062024
-2.619687,-1.413316,-0.563973,-nan
-0.636466,1.357726,-0.799148,-nan
1.333244,0.950509,0.028880,-nan
0.185638,1.820152,0.428986,-0.785815
-0.611054,0.558740,0.814288,-nan
-0.525826,-0.417112,-nan,-nan
2.221099,-0.606237,-0.354614,-3.022117
-1.136546,-0.893687,-0.313035,-0.436492
-2.035725,1.286050,-0.715184,0.119476
-1.862567,1.291027,-nan,3.697879
0.627752,0.636403,-0.009326,2.461160
0.307779,0.968478,-1.836634,-nan
0.688056,0.312653,4.846663,-nan
0.985665,0.003625,-nan,-0.335150
-0.971413,-0.607992,3.483452,-4.507574
-2.402034,-1.367561,0.104164,-nan
1.905523,0.092996,0.467990,-nan
-1.197829,0.201838,17.226192,-nan
